-0.94970703,0.10473633,-0.36713868,1.8585205,-7.107544,-2.380371,-27.802734,-54.052734,-8.056641,0
-0.9519043,0.099414065,-0.3582031,1.2512207,-6.2805176,-2.3040771,-27.773438,-53.90625,-8.203125,0
-0.954834,0.093847655,-0.3510254,0.592041,-5.5023193,-2.2247314,-27.74414,-53.759766,-8.349609,0
-0.95756835,0.088134766,-0.34223634,-0.048828125,-4.7454834,-2.1942139,-27.714844,-53.61328,-8.496094,0
-0.96054685,0.082373045,-0.33398438,-0.6347656,-4.046631,-2.142334,-27.832031,-53.554688,-9.082031,0
-0.96357423,0.07749023,-0.32578126,-1.1871338,-3.3447266,-2.1484375,-27.949219,-53.496094,-9.667969,0
-0.9668457,0.072070315,-0.31713867,-1.6448975,-2.6245117,-2.0751953,-28.066406,-53.4375,-10.253906,0
-0.97006834,0.06704102,-0.3083496,-2.0141602,-1.9470215,-2.0812988,-28.183594,-53.378906,-10.839844,0
-0.9722168,0.06171875,-0.30073243,-2.3986816,-1.2176514,-2.0385742,-28.300781,-53.320312,-11.425781,0
-0.9759766,0.056396484,-0.292041,-2.859497,-0.49743652,-2.0111084,-28.417969,-53.26172,-12.011719,0
-0.97568357,0.057275392,-0.2915039,-2.8015137,-0.54016113,-2.0263672,-28.564453,-53.34961,-12.451172,0
-0.9758301,0.05698242,-0.29194337,-2.8076172,-0.5767822,-2.0874023,-28.710938,-53.4375,-12.890625,0
-0.9751953,0.05732422,-0.2909668,-2.8167725,-0.54626465,-2.1575928,-28.857422,-53.52539,-13.330078,0
-0.9746094,0.057617188,-0.29189453,-2.871704,-0.5432129,-2.2216797,-29.003906,-53.61328,-13.769531,0
-0.9740723,0.058789063,-0.29101562,-3.024292,-0.45166016,-2.2979736,-29.003906,-53.61328,-13.769531,0
-0.9734863,0.05913086,-0.29174805,-3.2653809,-0.29907227,-2.3651123,-28.916016,-53.52539,-13.505859,0
-0.97373044,0.0597168,-0.29213867,-3.5186768,-0.18005371,-2.4139404,-28.828125,-53.4375,-13.2421875,0
-0.97373044,0.060302734,-0.29282227,-3.8208008,-0.08544922,-2.3925781,-28.740234,-53.34961,-12.978516,0
-0.9734863,0.06020508,-0.2927246,-4.135132,-0.061035156,-2.331543,-28.652344,-53.26172,-12.714844,0
