-0.97270507,0.18320313,-0.24697265,1.0406494,-1.6204834,-1.159668,-23.730469,-51.796875,-12.7734375,0
-0.972998,0.17973633,-0.24902344,0.3326416,-1.6143799,-1.3916016,-23.81836,-51.94336,-12.626953,0
-0.9724121,0.17626953,-0.2506836,-0.27160645,-1.5838623,-1.5930176,-23.90625,-52.089844,-12.480469,0
-0.9722168,0.17314453,-0.2532715,-0.8117676,-1.4953613,-1.8676758,-23.99414,-52.23633,-12.333984,0
-0.97207034,0.17001954,-0.2569336,-1.2756348,-1.4312744,-2.029419,-24.082031,-52.382812,-12.1875,0
-0.97216797,0.16625977,-0.26010743,-1.6723633,-1.4007568,-2.2338867,-24.169922,-52.529297,-12.041016,0
-0.97265625,0.16313477,-0.26342773,-2.041626,-1.3580322,-2.4017334,-24.257812,-52.67578,-11.894531,0
-0.9728516,0.15903321,-0.26748046,-2.380371,-1.3824463,-2.5543213,-24.345703,-52.822266,-11.748047,0
-0.9727539,0.15551758,-0.27148438,-2.7130127,-1.3244629,-2.7526855,-24.433594,-52.96875,-11.6015625,0
-0.9736328,0.1515625,-0.2746094,-3.036499,-1.2786865,-2.8778076,-24.521484,-53.115234,-11.455078,0
-0.97373044,0.15107422,-0.27436525,-2.7526855,-1.3031006,-2.8686523,-24.609375,-53.320312,-11.1328125,0
-0.9733887,0.15048829,-0.27441406,-2.481079,-1.2573242,-2.7648926,-24.609375,-53.320312,-11.1328125,0
-0.97392577,0.15092774,-0.2754883,-2.29187,-1.1962891,-2.7404785,-25.166016,-53.17383,-11.220703,0
-0.97373044,0.15014648,-0.27578124,-2.1026611,-1.1291504,-2.6000977,-25.722656,-53.027344,-11.308594,0
-0.9737793,0.1493164,-0.27421874,-2.0202637,-1.0192871,-2.5878906,-26.279297,-52.88086,-11.396484,0
-0.97387695,0.14882812,-0.2734375,-1.953125,-0.9765625,-2.5177002,-26.835938,-52.734375,-11.484375,0
-0.9736816,0.14848633,-0.27250975,-1.9012451,-0.92163086,-2.4505615,-27.392578,-52.58789,-11.572266,0
-0.9741699,0.14824219,-0.27119142,-1.864624,-0.8300781,-2.3712158,-27.949219,-52.441406,-11.660156,0
-0.9734863,0.14794922,-0.2703125,-1.8493652,-0.84228516,-2.243042,-28.50586,-52.29492,-11.748047,0
-0.9740723,0.14731446,-0.2703125,-1.8280029,-0.87280273,-2.1942139,-29.0625,-52.148438,-11.8359375,0
-0.9742676,0.14750977,-0.27084962,-1.8585205,-0.9033203,-2.11792,-29.61914,-52.001953,-11.923828,0
-0.9742676,0.1474121,-0.27075195,-1.8615723,-0.93688965,-2.130127,-30.175781,-51.85547,-12.011719,0
-0.97456056,0.14628907,-0.27041015,-1.84021,-0.96435547,-2.0965576,-30.175781,-51.85547,-12.011719,0
-0.97402346,0.1465332,-0.27055663,-1.8951416,-1.0131836,-2.105713,-29.648438,-51.85547,-12.011719,0
-0.97392577,0.14711913,-0.27075195,-1.9012451,-1.1077881,-2.0568848,-29.121094,-51.85547,-12.011719,0
-0.9742676,0.14804688,-0.26997072,-1.876831,-1.0986328,-2.053833,-28.59375,-51.85547,-12.011719,0
-0.97402346,0.14819336,-0.26958007,-1.864624,-1.1322021,-2.0568848,-28.066406,-51.85547,-12.011719,0
-0.97373044,0.1494629,-0.26914063,-1.8371582,-1.1810303,-2.0721436,-27.539062,-51.85547,-12.011719,0
-0.97382814,0.15019532,-0.26831055,-1.7883301,-1.2176514,-2.06604,-27.011719,-51.85547,-12.011719,0
-0.972998,0.15136719,-0.2686035,-1.675415,-1.2420654,-2.0141602,-26.484375,-51.85547,-12.011719,0
-0.97324216,0.15200195,-0.26757812,-1.4709473,-1.2207031,-2.0141602,-25.957031,-51.85547,-12.011719,0
-0.97280276,0.15229492,-0.26733398,-1.3397217,-1.2512207,-1.9226074,-25.429688,-51.85547,-12.011719,0
-0.97216797,0.15322265,-0.26699218,-1.2664795,-1.3061523,-1.8341064,-24.902344,-51.85547,-12.011719,0
-0.9724609,0.15341797,-0.26743165,-1.1383057,-1.3977051,-1.7791748,-24.902344,-51.85547,-12.011719,0
-0.97207034,0.15322265,-0.26831055,-1.0101318,-1.5075684,-1.6876221,-24.902344,-51.85547,-12.0703125,0
-0.9709961,0.15327148,-0.26816407,-0.9246826,-1.6235352,-1.5655518,-24.902344,-51.85547,-12.128906,0
